machine_id,machine_name,line_id,temperature,vibration,pressure,power_consumption,production_rate,defect_rate,machine_status,maintenance_status,downstream_delay,step,timestamp
M07,Machine F - Secondary Assembly (Backup / Reroute Line),LINE-3,44.03,1.341,101.7,20.93,1046.0,0.586,WARNING,OK,18.5,86,2026-09-10T10:43:00Z
M08,Machine G - Finishing Station,LINE-3,40.63,0.941,96.67,15.93,1059.6,0.37,WARNING,OK,17.0,86,2026-09-10T10:43:00Z
M09,Machine H - Final Inspection,LINE-3,39.84,0.733,96.19,13.22,1083.2,0.187,WARNING,OK,15.5,86,2026-09-10T10:43:00Z
M10,Machine I - Dispatch / Palletizing,LINE-3,37.21,0.664,93.61,11.36,1095.9,0.318,WARNING,OK,14.0,86,2026-09-10T10:43:00Z
M01,Machine A - Cutting / Raw Material Feed,LINE-1,42.37,1.101,101.98,18.62,1208.1,0.212,HEALTHY,OK,0.0,87,2026-09-10T10:43:30Z
M02,Machine B1 - Assembly Line 1,LINE-1,45.02,1.486,103.18,21.91,1186.9,0.452,HEALTHY,OK,0.0,87,2026-09-10T10:43:30Z
M03,Machine B2 - Assembly Line 2,LINE-2,70.78,4.902,100.19,25.93,1032.9,3.21,CRITICAL,OK,0.0,87,2026-09-10T10:43:30Z
M04,Machine C - Quality Inspection,LINE-2,39.71,0.991,98.42,13.79,915.0,0.225,CRITICAL,OK,23.0,87,2026-09-10T10:43:30Z
M05,Machine D - Packaging Unit,LINE-2,38.42,0.907,96.62,12.82,961.7,0.274,CRITICAL,OK,21.5,87,2026-09-10T10:43:30Z
M06,Machine E - Material Transfer,LINE-2,38.96,1.171,99.85,15.44,1023.1,0.262,CRITICAL,OK,20.0,87,2026-09-10T10:43:30Z
M07,Machine F - Secondary Assembly (Backup / Reroute Line),LINE-3,44.19,1.338,101.26,21.07,1047.7,0.627,WARNING,OK,18.5,87,2026-09-10T10:43:30Z
M08,Machine G - Finishing Station,LINE-3,41.2,1.027,97.01,15.97,1059.3,0.34,WARNING,OK,17.0,87,2026-09-10T10:43:30Z
M09,Machine H - Final Inspection,LINE-3,40.3,0.762,96.44,13.33,1082.7,0.218,WARNING,OK,15.5,87,2026-09-10T10:43:30Z
M10,Machine I - Dispatch / Palletizing,LINE-3,36.74,0.608,94.06,10.86,1086.7,0.359,WARNING,OK,14.0,87,2026-09-10T10:43:30Z
M01,Machine A - Cutting / Raw Material Feed,LINE-1,41.39,1.219,100.8,18.77,1202.4,0.211,HEALTHY,OK,0.0,88,2026-09-10T10:44:00Z
M02,Machine B1 - Assembly Line 1,LINE-1,44.62,1.462,103.46,22.53,1183.8,0.473,HEALTHY,OK,0.0,88,2026-09-10T10:44:00Z
M03,Machine B2 - Assembly Line 2,LINE-2,71.14,4.921,100.55,26.44,1034.1,3.199,CRITICAL,OK,0.0,88,2026-09-10T10:44:00Z
M04,Machine C - Quality Inspection,LINE-2,40.25,1.02,97.62,13.76,916.0,0.236,CRITICAL,OK,23.0,88,2026-09-10T10:44:00Z
M05,Machine D - Packaging Unit,LINE-2,38.6,0.99,95.07,12.41,967.5,0.321,CRITICAL,OK,21.5,88,2026-09-10T10:44:00Z
M06,Machine E - Material Transfer,LINE-2,38.61,1.048,99.25,14.95,1018.2,0.332,CRITICAL,OK,20.0,88,2026-09-10T10:44:00Z
M07,Machine F - Secondary Assembly (Backup / Reroute Line),LINE-3,44.3,1.466,101.03,21.08,1048.8,0.554,WARNING,OK,18.5,88,2026-09-10T10:44:00Z
M08,Machine G - Finishing Station,LINE-3,40.74,0.958,97.51,16.49,1082.6,0.376,WARNING,OK,17.0,88,2026-09-10T10:44:00Z
M09,Machine H - Final Inspection,LINE-3,40.21,0.828,96.19,13.12,1088.9,0.251,WARNING,OK,15.5,88,2026-09-10T10:44:00Z
M10,Machine I - Dispatch / Palletizing,LINE-3,37.44,0.647,94.4,11.27,1091.9,0.334,WARNING,OK,14.0,88,2026-09-10T10:44:00Z
M01,Machine A - Cutting / Raw Material Feed,LINE-1,42.08,1.21,101.36,17.89,1199.4,0.18,HEALTHY,OK,0.0,89,2026-09-10T10:44:30Z
M02,Machine B1 - Assembly Line 1,LINE-1,44.53,1.572,103.25,21.99,1175.5,0.509,HEALTHY,OK,0.0,89,2026-09-10T10:44:30Z
M03,Machine B2 - Assembly Line 2,LINE-2,71.4,4.759,100.5,26.26,1024.5,3.198,CRITICAL,OK,0.0,89,2026-09-10T10:44:30Z
M04,Machine C - Quality Inspection,LINE-2,39.83,0.993,97.75,14.04,921.0,0.19,CRITICAL,OK,23.0,89,2026-09-10T10:44:30Z
M05,Machine D - Packaging Unit,LINE-2,38.12,1.0,94.72,13.04,959.9,0.353,CRITICAL,OK,21.5,89,2026-09-10T10:44:30Z
M06,Machine E - Material Transfer,LINE-2,39.3,1.115,98.97,14.81,1018.8,0.327,CRITICAL,OK,20.0,89,2026-09-10T10:44:30Z
M07,Machine F - Secondary Assembly (Backup / Reroute Line),LINE-3,43.99,1.384,101.87,21.3,1052.1,0.58,WARNING,OK,18.5,89,2026-09-10T10:44:30Z
M08,Machine G - Finishing Station,LINE-3,40.73,1.019,98.26,16.34,1061.0,0.392,WARNING,OK,17.0,89,2026-09-10T10:44:30Z
M09,Machine H - Final Inspection,LINE-3,39.63,0.787,96.8,12.57,1075.9,0.175,WARNING,OK,15.5,89,2026-09-10T10:44:30Z
M10,Machine I - Dispatch / Palletizing,LINE-3,37.11,0.731,94.22,11.35,1077.4,0.336,WARNING,OK,14.0,89,2026-09-10T10:44:30Z
M01,Machine A - Cutting / Raw Material Feed,LINE-1,41.88,1.237,100.64,18.5,1201.9,0.235,HEALTHY,OK,0.0,90,2026-09-10T10:45:00Z
M02,Machine B1 - Assembly Line 1,LINE-1,44.37,1.502,102.46,22.15,1186.2,0.539,HEALTHY,OK,0.0,90,2026-09-10T10:45:00Z
M03,Machine B2 - Assembly Line 2,LINE-2,70.79,4.846,101.18,25.51,1044.9,3.229,CRITICAL,OK,0.0,90,2026-09-10T10:45:00Z
M04,Machine C - Quality Inspection,LINE-2,39.9,0.939,98.47,13.64,909.9,0.199,CRITICAL,OK,23.0,90,2026-09-10T10:45:00Z
M05,Machine D - Packaging Unit,LINE-2,38.29,0.869,94.66,12.53,965.6,0.369,CRITICAL,OK,21.5,90,2026-09-10T10:45:00Z
M06,Machine E - Material Transfer,LINE-2,38.4,1.116,98.46,15.31,1012.7,0.28,CRITICAL,OK,20.0,90,2026-09-10T10:45:00Z
M07,Machine F - Secondary Assembly (Backup / Reroute Line),LINE-3,43.76,1.396,102.16,21.15,1044.4,0.56,WARNING,OK,18.5,90,2026-09-10T10:45:00Z
M08,Machine G - Finishing Station,LINE-3,41.29,0.997,98.08,15.79,1058.7,0.399,WARNING,OK,17.0,90,2026-09-10T10:45:00Z
M09,Machine H - Final Inspection,LINE-3,40.52,0.808,95.9,12.74,1098.9,0.169,WARNING,OK,15.5,90,2026-09-10T10:45:00Z
M10,Machine I - Dispatch / Palletizing,LINE-3,36.71,0.729,93.07,11.38,1094.1,0.327,WARNING,OK,14.0,90,2026-09-10T10:45:00Z
M01,Machine A - Cutting / Raw Material Feed,LINE-1,42.22,1.192,100.77,18.46,1192.2,0.215,HEALTHY,OK,0.0,91,2026-09-10T10:45:30Z
M02,Machine B1 - Assembly Line 1,LINE-1,45.32,1.574,103.19,22.28,1177.6,0.486,HEALTHY,OK,0.0,91,2026-09-10T10:45:30Z
M03,Machine B2 - Assembly Line 2,LINE-2,71.19,4.781,100.63,25.68,1032.9,3.219,CRITICAL,OK,0.0,91,2026-09-10T10:45:30Z
M04,Machine C - Quality Inspection,LINE-2,40.35,0.951,98.34,13.84,910.9,0.243,CRITICAL,OK,23.0,91,2026-09-10T10:45:30Z
M05,Machine D - Packaging Unit,LINE-2,38.32,0.94,95.95,12.29,954.2,0.278,CRITICAL,OK,21.5,91,2026-09-10T10:45:30Z
M06,Machine E - Material Transfer,LINE-2,38.9,0.982,98.9,14.84,1023.1,0.311,CRITICAL,OK,20.0,91,2026-09-10T10:45:30Z
M07,Machine F - Secondary Assembly (Backup / Reroute Line),LINE-3,43.76,1.429,102.36,20.77,1041.3,0.533,WARNING,OK,18.5,91,2026-09-10T10:45:30Z
M08,Machine G - Finishing Station,LINE-3,40.56,0.963,97.54,15.72,1065.9,0.363,WARNING,OK,17.0,91,2026-09-10T10:45:30Z
M09,Machine H - Final Inspection,LINE-3,40.07,0.821,96.2,13.0,1076.5,0.181,WARNING,OK,15.5,91,2026-09-10T10:45:30Z
M10,Machine I - Dispatch / Palletizing,LINE-3,36.84,0.68,94.04,11.43,1095.4,0.27,WARNING,OK,14.0,91,2026-09-10T10:45:30Z
M01,Machine A - Cutting / Raw Material Feed,LINE-1,42.27,1.232,100.9,18.75,1198.7,0.158,HEALTHY,OK,0.0,92,2026-09-10T10:46:00Z
M02,Machine B1 - Assembly Line 1,LINE-1,45.18,1.511,102.89,21.99,1174.2,0.518,HEALTHY,OK,0.0,92,2026-09-10T10:46:00Z
M03,Machine B2 - Assembly Line 2,LINE-2,70.98,4.808,100.68,25.65,1032.8,3.134,CRITICAL,OK,0.0,92,2026-09-10T10:46:00Z
M04,Machine C - Quality Inspection,LINE-2,40.23,0.939,98.07,14.11,914.0,0.164,CRITICAL,OK,23.0,92,2026-09-10T10:46:00Z
M05,Machine D - Packaging Unit,LINE-2,37.97,0.984,95.86,12.8,961.8,0.27,CRITICAL,OK,21.5,92,2026-09-10T10:46:00Z
M06,Machine E - Material Transfer,LINE-2,39.29,1.092,99.28,14.81,1017.3,0.305,CRITICAL,OK,20.0,92,2026-09-10T10:46:00Z
M07,Machine F - Secondary Assembly (Backup / Reroute Line),LINE-3,44.1,1.425,101.71,20.6,1054.7,0.675,WARNING,OK,18.5,92,2026-09-10T10:46:00Z
M08,Machine G - Finishing Station,LINE-3,41.18,0.934,97.11,16.15,1078.1,0.364,WARNING,OK,17.0,92,2026-09-10T10:46:00Z
M09,Machine H - Final Inspection,LINE-3,39.95,0.81,96.43,12.9,1076.3,0.219,WARNING,OK,15.5,92,2026-09-10T10:46:00Z
M10,Machine I - Dispatch / Palletizing,LINE-3,37.45,0.696,94.2,10.86,1083.8,0.331,WARNING,OK,14.0,92,2026-09-10T10:46:00Z
M01,Machine A - Cutting / Raw Material Feed,LINE-1,42.15,1.225,102.05,18.18,1195.6,0.205,HEALTHY,OK,0.0,93,2026-09-10T10:46:30Z
M02,Machine B1 - Assembly Line 1,LINE-1,44.77,1.539,102.91,21.7,1180.5,0.505,HEALTHY,OK,0.0,93,2026-09-10T10:46:30Z
M03,Machine B2 - Assembly Line 2,LINE-2,71.37,4.82,100.73,26.1,1038.5,3.179,CRITICAL,OK,0.0,93,2026-09-10T10:46:30Z
M04,Machine C - Quality Inspection,LINE-2,40.12,0.983,98.84,14.4,914.2,0.211,CRITICAL,OK,23.0,93,2026-09-10T10:46:30Z
M05,Machine D - Packaging Unit,LINE-2,37.96,0.837,94.89,12.53,961.1,0.314,CRITICAL,OK,21.5,93,2026-09-10T10:46:30Z
M06,Machine E - Material Transfer,LINE-2,39.37,1.065,98.66,15.44,1023.0,0.288,CRITICAL,OK,20.0,93,2026-09-10T10:46:30Z
M07,Machine F - Secondary Assembly (Backup / Reroute Line),LINE-3,43.96,1.395,102.02,21.14,1060.4,0.606,WARNING,OK,18.5,93,2026-09-10T10:46:30Z
M08,Machine G - Finishing Station,LINE-3,41.27,0.916,97.26,16.37,1071.9,0.268,WARNING,OK,17.0,93,2026-09-10T10:46:30Z
M09,Machine H - Final Inspection,LINE-3,40.27,0.896,95.0,13.46,1068.0,0.228,WARNING,OK,15.5,93,2026-09-10T10:46:30Z
M10,Machine I - Dispatch / Palletizing,LINE-3,37.0,0.583,94.22,11.35,1092.2,0.318,WARNING,OK,14.0,93,2026-09-10T10:46:30Z
M01,Machine A - Cutting / Raw Material Feed,LINE-1,41.84,1.107,101.65,19.02,1209.0,0.14,HEALTHY,OK,0.0,94,2026-09-10T10:47:00Z
M02,Machine B1 - Assembly Line 1,LINE-1,44.39,1.458,102.2,22.01,1183.1,0.457,HEALTHY,OK,0.0,94,2026-09-10T10:47:00Z
M03,Machine B2 - Assembly Line 2,LINE-2,71.31,4.83,100.23,25.95,1024.4,3.19,CRITICAL,OK,0.0,94,2026-09-10T10:47:00Z
M04,Machine C - Quality Inspection,LINE-2,40.0,1.008,98.19,14.07,909.4,0.209,CRITICAL,OK,23.0,94,2026-09-10T10:47:00Z
M05,Machine D - Packaging Unit,LINE-2,38.4,0.895,95.16,12.44,956.2,0.316,CRITICAL,OK,21.5,94,2026-09-10T10:47:00Z
M06,Machine E - Material Transfer,LINE-2,38.78,1.119,99.01,14.91,1016.4,0.285,CRITICAL,OK,20.0,94,2026-09-10T10:47:00Z
M07,Machine F - Secondary Assembly (Backup / Reroute Line),LINE-3,43.34,1.419,102.12,21.25,1041.0,0.657,WARNING,OK,18.5,94,2026-09-10T10:47:00Z
M08,Machine G - Finishing Station,LINE-3,40.85,0.956,97.0,15.48,1079.4,0.441,WARNING,OK,17.0,94,2026-09-10T10:47:00Z
M09,Machine H - Final Inspection,LINE-3,40.24,0.755,96.91,12.89,1085.0,0.243,WARNING,OK,15.5,94,2026-09-10T10:47:00Z
M10,Machine I - Dispatch / Palletizing,LINE-3,37.26,0.81,94.12,10.88,1085.4,0.245,WARNING,OK,14.0,94,2026-09-10T10:47:00Z
M01,Machine A - Cutting / Raw Material Feed,LINE-1,41.89,1.257,101.6,18.51,1192.0,0.207,HEALTHY,OK,0.0,95,2026-09-10T10:47:30Z
M02,Machine B1 - Assembly Line 1,LINE-1,45.41,1.522,103.08,21.76,1186.9,0.406,HEALTHY,OK,0.0,95,2026-09-10T10:47:30Z
M03,Machine B2 - Assembly Line 2,LINE-2,71.15,4.929,99.75,25.93,1039.9,3.186,CRITICAL,OK,0.0,95,2026-09-10T10:47:30Z
M04,Machine C - Quality Inspection,LINE-2,40.41,1.024,98.08,14.24,910.9,0.295,CRITICAL,OK,23.0,95,2026-09-10T10:47:30Z
M05,Machine D - Packaging Unit,LINE-2,38.06,0.91,94.14,12.34,966.4,0.26,CRITICAL,OK,21.5,95,2026-09-10T10:47:30Z
M06,Machine E - Material Transfer,LINE-2,38.14,1.102,99.69,15.01,1016.3,0.244,CRITICAL,OK,20.0,95,2026-09-10T10:47:30Z
M07,Machine F - Secondary Assembly (Backup / Reroute Line),LINE-3,44.18,1.433,101.11,21.34,1049.2,0.634,WARNING,OK,18.5,95,2026-09-10T10:47:30Z
M08,Machine G - Finishing Station,LINE-3,41.23,1.033,97.76,16.26,1057.3,0.355,WARNING,OK,17.0,95,2026-09-10T10:47:30Z
M09,Machine H - Final Inspection,LINE-3,39.71,0.794,96.19,13.1,1094.5,0.234,WARNING,OK,15.5,95,2026-09-10T10:47:30Z
M10,Machine I - Dispatch / Palletizing,LINE-3,36.65,0.712,93.58,10.94,1092.0,0.198,WARNING,OK,14.0,95,2026-09-10T10:47:30Z
M01,Machine A - Cutting / Raw Material Feed,LINE-1,42.96,1.228,101.0,19.08,1197.2,0.204,HEALTHY,OK,0.0,96,2026-09-10T10:48:00Z
M02,Machine B1 - Assembly Line 1,LINE-1,44.81,1.583,102.95,22.04,1189.6,0.518,HEALTHY,OK,0.0,96,2026-09-10T10:48:00Z
M03,Machine B2 - Assembly Line 2,LINE-2,70.98,4.856,101.77,26.1,1040.9,3.205,CRITICAL,OK,0.0,96,2026-09-10T10:48:00Z
M04,Machine C - Quality Inspection,LINE-2,40.52,0.97,97.86,13.54,904.5,0.184,CRITICAL,OK,23.0,96,2026-09-10T10:48:00Z
M05,Machine D - Packaging Unit,LINE-2,37.98,0.988,95.27,12.23,955.7,0.341,CRITICAL,OK,21.5,96,2026-09-10T10:48:00Z
M06,Machine E - Material Transfer,LINE-2,39.45,1.101,98.78,15.34,1012.4,0.312,CRITICAL,OK,20.0,96,2026-09-10T10:48:00Z
M07,Machine F - Secondary Assembly (Backup / Reroute Line),LINE-3,44.91,1.41,101.61,21.12,1041.4,0.558,WARNING,OK,18.5,96,2026-09-10T10:48:00Z
M08,Machine G - Finishing Station,LINE-3,41.28,1.056,97.34,15.89,1062.9,0.396,WARNING,OK,17.0,96,2026-09-10T10:48:00Z
M09,Machine H - Final Inspection,LINE-3,39.78,0.749,96.95,13.14,1090.8,0.227,WARNING,OK,15.5,96,2026-09-10T10:48:00Z
M10,Machine I - Dispatch / Palletizing,LINE-3,37.31,0.679,94.14,10.92,1092.8,0.31,WARNING,OK,14.0,96,2026-09-10T10:48:00Z
M01,Machine A - Cutting / Raw Material Feed,LINE-1,41.85,1.134,101.37,18.44,1184.9,0.215,HEALTHY,OK,0.0,97,2026-09-10T10:48:30Z
M02,Machine B1 - Assembly Line 1,LINE-1,45.39,1.626,102.8,21.84,1171.1,0.506,HEALTHY,OK,0.0,97,2026-09-10T10:48:30Z
M03,Machine B2 - Assembly Line 2,LINE-2,71.08,4.759,100.41,25.41,1047.4,3.177,CRITICAL,OK,0.0,97,2026-09-10T10:48:30Z
M04,Machine C - Quality Inspection,LINE-2,39.99,0.929,97.71,13.92,910.7,0.214,CRITICAL,OK,23.0,97,2026-09-10T10:48:30Z
M05,Machine D - Packaging Unit,LINE-2,38.58,0.937,95.48,12.93,963.1,0.299,CRITICAL,OK,21.5,97,2026-09-10T10:48:30Z
M06,Machine E - Material Transfer,LINE-2,39.4,1.154,99.32,14.56,1013.3,0.292,CRITICAL,OK,20.0,97,2026-09-10T10:48:30Z
M07,Machine F - Secondary Assembly (Backup / Reroute Line),LINE-3,44.31,1.399,102.57,21.39,1052.0,0.636,WARNING,OK,18.5,97,2026-09-10T10:48:30Z
M08,Machine G - Finishing Station,LINE-3,40.59,1.024,97.2,15.51,1067.4,0.44,WARNING,OK,17.0,97,2026-09-10T10:48:30Z
M09,Machine H - Final Inspection,LINE-3,40.18,0.901,96.09,13.73,1088.1,0.201,WARNING,OK,15.5,97,2026-09-10T10:48:30Z
M10,Machine I - Dispatch / Palletizing,LINE-3,36.49,0.756,93.75,10.81,1098.6,0.335,WARNING,OK,14.0,97,2026-09-10T10:48:30Z
M01,Machine A - Cutting / Raw Material Feed,LINE-1,42.45,1.182,101.27,18.48,1206.3,0.247,HEALTHY,OK,0.0,98,2026-09-10T10:49:00Z
M02,Machine B1 - Assembly Line 1,LINE-1,45.15,1.599,103.45,21.93,1186.6,0.551,HEALTHY,OK,0.0,98,2026-09-10T10:49:00Z
M03,Machine B2 - Assembly Line 2,LINE-2,71.8,4.859,100.51,25.93,1044.6,3.25,CRITICAL,OK,0.0,98,2026-09-10T10:49:00Z
M04,Machine C - Quality Inspection,LINE-2,40.17,1.023,98.03,13.9,909.9,0.204,CRITICAL,OK,23.0,98,2026-09-10T10:49:00Z
M05,Machine D - Packaging Unit,LINE-2,38.69,0.888,95.03,12.24,963.9,0.341,CRITICAL,OK,21.5,98,2026-09-10T10:49:00Z
M06,Machine E - Material Transfer,LINE-2,39.65,1.11,99.29,14.95,1021.5,0.309,CRITICAL,OK,20.0,98,2026-09-10T10:49:00Z
M07,Machine F - Secondary Assembly (Backup / Reroute Line),LINE-3,44.02,1.407,102.23,20.91,1042.9,0.651,WARNING,OK,18.5,98,2026-09-10T10:49:00Z
M08,Machine G - Finishing Station,LINE-3,42.08,0.94,96.87,15.71,1068.6,0.427,WARNING,OK,17.0,98,2026-09-10T10:49:00Z
M09,Machine H - Final Inspection,LINE-3,40.24,0.809,96.26,12.79,1085.2,0.199,WARNING,OK,15.5,98,2026-09-10T10:49:00Z
M10,Machine I - Dispatch / Palletizing,LINE-3,36.37,0.642,93.44,11.23,1091.5,0.318,WARNING,OK,14.0,98,2026-09-10T10:49:00Z
M01,Machine A - Cutting / Raw Material Feed,LINE-1,41.26,1.126,101.63,17.67,1209.8,0.145,HEALTHY,OK,0.0,99,2026-09-10T10:49:30Z
M02,Machine B1 - Assembly Line 1,LINE-1,45.34,1.456,103.52,22.96,1161.8,0.521,HEALTHY,OK,0.0,99,2026-09-10T10:49:30Z
M03,Machine B2 - Assembly Line 2,LINE-2,70.28,4.821,100.4,26.04,1032.7,3.223,CRITICAL,OK,0.0,99,2026-09-10T10:49:30Z
M04,Machine C - Quality Inspection,LINE-2,39.42,1.062,97.8,13.58,919.2,0.198,CRITICAL,OK,23.0,99,2026-09-10T10:49:30Z
M05,Machine D - Packaging Unit,LINE-2,38.76,0.961,94.6,12.47,960.6,0.346,CRITICAL,OK,21.5,99,2026-09-10T10:49:30Z
M06,Machine E - Material Transfer,LINE-2,39.18,1.109,98.9,14.98,1026.2,0.3,CRITICAL,OK,20.0,99,2026-09-10T10:49:30Z
M07,Machine F - Secondary Assembly (Backup / Reroute Line),LINE-3,43.84,1.372,101.72,20.58,1039.6,0.645,WARNING,OK,18.5,99,2026-09-10T10:49:30Z
M08,Machine G - Finishing Station,LINE-3,40.92,1.035,96.26,16.17,1068.2,0.386,WARNING,OK,17.0,99,2026-09-10T10:49:30Z
M09,Machine H - Final Inspection,LINE-3,40.07,0.775,94.94,13.28,1088.5,0.191,WARNING,OK,15.5,99,2026-09-10T10:49:30Z
M10,Machine I - Dispatch / Palletizing,LINE-3,36.61,0.627,94.11,11.48,1091.1,0.259,WARNING,OK,14.0,99,2026-09-10T10:49:30Z
M01,Machine A - Cutting / Raw Material Feed,LINE-1,42.09,1.197,101.73,18.68,1176.1,0.216,HEALTHY,OK,0.0,100,2026-09-10T10:50:00Z
M02,Machine B1 - Assembly Line 1,LINE-1,44.6,1.429,102.91,22.12,1166.9,0.521,HEALTHY,OK,0.0,100,2026-09-10T10:50:00Z
M03,Machine B2 - Assembly Line 2,LINE-2,71.31,4.802,100.07,25.71,1048.2,3.155,CRITICAL,OK,0.0,100,2026-09-10T10:50:00Z
M04,Machine C - Quality Inspection,LINE-2,40.43,0.992,97.95,13.49,910.0,0.218,CRITICAL,OK,23.0,100,2026-09-10T10:50:00Z
M05,Machine D - Packaging Unit,LINE-2,37.47,0.925,95.04,12.31,964.7,0.234,CRITICAL,OK,21.5,100,2026-09-10T10:50:00Z
M06,Machine E - Material Transfer,LINE-2,39.14,1.181,99.72,15.12,1016.6,0.281,CRITICAL,OK,20.0,100,2026-09-10T10:50:00Z
M07,Machine F - Secondary Assembly (Backup / Reroute Line),LINE-3,43.88,1.427,101.6,21.23,1057.9,0.598,WARNING,OK,18.5,100,2026-09-10T10:50:00Z
M08,Machine G - Finishing Station,LINE-3,40.46,0.933,97.89,15.98,1075.0,0.384,WARNING,OK,17.0,100,2026-09-10T10:50:00Z
M09,Machine H - Final Inspection,LINE-3,40.33,0.792,95.63,12.88,1078.7,0.26,WARNING,OK,15.5,100,2026-09-10T10:50:00Z
M10,Machine I - Dispatch / Palletizing,LINE-3,36.96,0.732,93.73,10.68,1088.1,0.333,WARNING,OK,14.0,100,2026-09-10T10:50:00Z
M01,Machine A - Cutting / Raw Material Feed,LINE-1,41.79,1.156,101.38,18.65,1213.1,0.211,HEALTHY,OK,0.0,101,2026-09-10T10:50:30Z
M02,Machine B1 - Assembly Line 1,LINE-1,45.26,1.536,102.42,21.71,1171.3,0.46,HEALTHY,OK,0.0,101,2026-09-10T10:50:30Z
M03,Machine B2 - Assembly Line 2,LINE-2,71.32,4.815,100.54,25.22,1056.4,3.173,CRITICAL,OK,0.0,101,2026-09-10T10:50:30Z
M04,Machine C - Quality Inspection,LINE-2,40.82,0.928,97.59,13.34,912.7,0.167,CRITICAL,OK,23.0,101,2026-09-10T10:50:30Z
M05,Machine D - Packaging Unit,LINE-2,37.57,0.831,95.39,12.71,970.2,0.279,CRITICAL,OK,21.5,101,2026-09-10T10:50:30Z
M06,Machine E - Material Transfer,LINE-2,39.09,1.036,98.83,14.84,1021.2,0.331,CRITICAL,OK,20.0,101,2026-09-10T10:50:30Z
M07,Machine F - Secondary Assembly (Backup / Reroute Line),LINE-3,44.4,1.358,102.5,20.99,1042.3,0.579,WARNING,OK,18.5,101,2026-09-10T10:50:30Z
M08,Machine G - Finishing Station,LINE-3,40.78,1.087,97.65,16.05,1067.5,0.473,WARNING,OK,17.0,101,2026-09-10T10:50:30Z
M09,Machine H - Final Inspection,LINE-3,40.52,0.764,95.86,12.94,1087.9,0.179,WARNING,OK,15.5,101,2026-09-10T10:50:30Z
M10,Machine I - Dispatch / Palletizing,LINE-3,37.18,0.773,93.34,10.66,1086.3,0.287,WARNING,OK,14.0,101,2026-09-10T10:50:30Z
M01,Machine A - Cutting / Raw Material Feed,LINE-1,42.8,1.25,101.77,18.42,1197.7,0.156,HEALTHY,OK,0.0,102,2026-09-10T10:51:00Z
M02,Machine B1 - Assembly Line 1,LINE-1,45.31,1.525,103.64,21.94,1178.9,0.505,HEALTHY,OK,0.0,102,2026-09-10T10:51:00Z
M03,Machine B2 - Assembly Line 2,LINE-2,71.36,4.726,100.87,25.99,1031.5,3.137,CRITICAL,OK,0.0,102,2026-09-10T10:51:00Z
M04,Machine C - Quality Inspection,LINE-2,39.95,1.072,98.84,14.11,921.2,0.199,CRITICAL,OK,23.0,102,2026-09-10T10:51:00Z
M05,Machine D - Packaging Unit,LINE-2,38.38,0.877,94.74,12.3,948.1,0.339,CRITICAL,OK,21.5,102,2026-09-10T10:51:00Z
M06,Machine E - Material Transfer,LINE-2,38.74,1.06,98.41,14.94,1029.0,0.363,CRITICAL,OK,20.0,102,2026-09-10T10:51:00Z
M07,Machine F - Secondary Assembly (Backup / Reroute Line),LINE-3,43.34,1.382,101.48,21.3,1046.2,0.581,WARNING,OK,18.5,102,2026-09-10T10:51:00Z
M08,Machine G - Finishing Station,LINE-3,41.03,0.976,98.31,16.16,1073.7,0.32,WARNING,OK,17.0,102,2026-09-10T10:51:00Z
M09,Machine H - Final Inspection,LINE-3,39.97,0.904,96.66,12.45,1084.8,0.164,WARNING,OK,15.5,102,2026-09-10T10:51:00Z
M10,Machine I - Dispatch / Palletizing,LINE-3,37.68,0.712,93.62,11.01,1071.5,0.267,WARNING,OK,14.0,102,2026-09-10T10:51:00Z
M01,Machine A - Cutting / Raw Material Feed,LINE-1,42.01,1.242,100.33,18.39,1208.1,0.156,HEALTHY,OK,0.0,103,2026-09-10T10:51:30Z
M02,Machine B1 - Assembly Line 1,LINE-1,45.09,1.503,103.86,21.93,1178.6,0.526,HEALTHY,OK,0.0,103,2026-09-10T10:51:30Z
M03,Machine B2 - Assembly Line 2,LINE-2,70.47,4.789,100.27,25.96,1046.8,3.217,CRITICAL,OK,0.0,103,2026-09-10T10:51:30Z
M04,Machine C - Quality Inspection,LINE-2,39.7,1.007,98.75,13.75,911.6,0.194,CRITICAL,OK,23.0,103,2026-09-10T10:51:30Z
M05,Machine D - Packaging Unit,LINE-2,37.97,0.818,95.71,12.27,965.7,0.281,CRITICAL,OK,21.5,103,2026-09-10T10:51:30Z
M06,Machine E - Material Transfer,LINE-2,38.75,1.161,99.5,15.06,1023.0,0.291,CRITICAL,OK,20.0,103,2026-09-10T10:51:30Z
M07,Machine F - Secondary Assembly (Backup / Reroute Line),LINE-3,44.0,1.367,102.45,20.79,1053.8,0.591,WARNING,OK,18.5,103,2026-09-10T10:51:30Z
M08,Machine G - Finishing Station,LINE-3,41.01,1.038,97.51,15.91,1069.1,0.427,WARNING,OK,17.0,103,2026-09-10T10:51:30Z
M09,Machine H - Final Inspection,LINE-3,39.73,0.794,96.01,13.26,1086.2,0.254,WARNING,OK,15.5,103,2026-09-10T10:51:30Z
M10,Machine I - Dispatch / Palletizing,LINE-3,36.94,0.688,93.91,10.61,1082.5,0.284,WARNING,OK,14.0,103,2026-09-10T10:51:30Z
M01,Machine A - Cutting / Raw Material Feed,LINE-1,42.45,1.198,101.06,18.87,1212.4,0.238,HEALTHY,OK,0.0,104,2026-09-10T10:52:00Z
